epoch,batch,batch_loss,elapsed_s,data_wait_s,compute_s,timestamp_utc
10,200,-22.772427,231.2,0.64,74.34,2026-06-18T06:27:58:00Z
10,250,-23.362923,285.1,0.51,59.69,2026-06-18T06:28:52:00Z
10,300,-21.650309,339.0,0.42,49.92,2026-06-18T06:29:46:00Z
10,350,-22.804056,393.0,0.36,42.94,2026-06-18T06:30:40:00Z
10,400,-21.838154,446.9,0.32,37.71,2026-06-18T06:31:34:00Z
10,450,-22.724319,500.8,0.28,33.64,2026-06-18T06:32:28:00Z
10,500,-22.964811,554.8,0.25,30.38,2026-06-18T06:33:22:00Z
10,550,-22.058062,608.7,0.23,27.72,2026-06-18T06:34:16:00Z
10,600,-22.486233,662.6,0.21,25.5,2026-06-18T06:35:10:00Z
10,650,-22.707232,716.5,0.2,23.62,2026-06-18T06:36:03:00Z
10,700,-22.770899,770.5,0.18,22.01,2026-06-18T06:36:57:00Z
10,750,-22.122118,824.4,0.17,20.61,2026-06-18T06:37:51:00Z
10,800,-22.378927,878.3,0.16,19.39,2026-06-18T06:38:45:00Z
10,850,-22.076654,932.2,0.15,18.32,2026-06-18T06:39:39:00Z
10,900,-22.020823,986.1,0.14,17.36,2026-06-18T06:40:33:00Z
10,950,-21.949591,1040.0,0.13,16.5,2026-06-18T06:41:27:00Z
10,1000,-21.536009,1093.9,0.13,15.73,2026-06-18T06:42:21:00Z
10,1050,-22.390835,1147.8,0.12,15.03,2026-06-18T06:43:15:00Z
10,1100,-22.78635,1201.7,0.12,14.4,2026-06-18T06:44:09:00Z
10,1150,-23.332336,1255.7,0.11,13.82,2026-06-18T06:45:03:00Z
10,1200,-22.502787,1309.6,0.11,13.29,2026-06-18T06:45:57:00Z
10,1250,-23.001431,1363.5,0.1,12.8,2026-06-18T06:46:50:00Z
10,1300,-22.140759,1417.4,0.1,12.35,2026-06-18T06:47:44:00Z
10,1350,-22.348127,1471.3,0.09,11.93,2026-06-18T06:48:38:00Z
10,1400,-22.691044,1525.2,0.09,11.54,2026-06-18T06:49:32:00Z
10,1450,-22.527088,1579.1,0.09,11.18,2026-06-18T06:50:26:00Z
10,1500,-23.078695,1633.0,0.09,10.85,2026-06-18T06:51:20:00Z
11,50,-22.559282,60.2,2.77,326.51,2026-06-18T06:52:27:00Z
11,100,-22.589907,114.1,1.39,163.8,2026-06-18T06:53:21:00Z
11,150,-21.632706,168.0,0.92,109.56,2026-06-18T06:54:15:00Z
11,200,-22.491837,221.9,0.69,82.44,2026-06-18T06:55:09:00Z
11,250,-22.210472,275.8,0.55,66.16,2026-06-18T06:56:03:00Z
11,300,-23.232246,329.7,0.46,55.32,2026-06-18T06:56:57:00Z
11,350,-20.808969,383.7,0.4,47.57,2026-06-18T06:57:50:00Z
11,400,-21.808231,437.6,0.35,41.76,2026-06-18T06:58:44:00Z
11,450,-23.019915,491.5,0.31,37.24,2026-06-18T06:59:38:00Z
11,500,-22.226334,546.1,0.28,33.62,2026-06-18T07:00:33:00Z
11,550,-22.5282,600.1,0.25,30.66,2026-06-18T07:01:27:00Z
11,600,-23.044125,654.0,0.23,28.2,2026-06-18T07:02:21:00Z
11,650,-22.093498,707.9,0.21,26.11,2026-06-18T07:03:15:00Z
11,700,-21.900955,761.9,0.2,24.32,2026-06-18T07:04:09:00Z
11,750,-21.967766,815.8,0.19,22.77,2026-06-18T07:05:03:00Z
11,800,-21.512806,869.7,0.17,21.42,2026-06-18T07:05:57:00Z
11,850,-22.189657,923.6,0.16,20.22,2026-06-18T07:06:50:00Z
11,900,-22.76829,977.5,0.16,19.16,2026-06-18T07:07:44:00Z
11,950,-22.476477,1031.4,0.15,18.21,2026-06-18T07:08:38:00Z
11,1000,-22.169336,1085.3,0.14,17.35,2026-06-18T07:09:32:00Z
11,1050,-22.806261,1139.3,0.13,16.57,2026-06-18T07:10:26:00Z
11,1100,-22.139223,1193.1,0.13,15.87,2026-06-18T07:11:20:00Z
11,1150,-22.594625,1247.0,0.12,15.23,2026-06-18T07:12:14:00Z
11,1200,-23.032972,1300.9,0.12,14.64,2026-06-18T07:13:08:00Z
11,1250,-22.177053,1354.9,0.11,14.1,2026-06-18T07:14:02:00Z
11,1300,-23.129204,1408.8,0.11,13.59,2026-06-18T07:14:56:00Z
11,1350,-22.266792,1462.6,0.1,13.13,2026-06-18T07:15:49:00Z
11,1400,-22.551691,1516.6,0.1,12.7,2026-06-18T07:16:43:00Z
11,1450,-21.837009,1570.5,0.1,12.3,2026-06-18T07:17:37:00Z
11,1500,-22.393106,1624.3,0.09,11.93,2026-06-18T07:18:31:00Z
12,50,-22.223715,61.1,2.95,358.89,2026-06-18T07:19:35:00Z
12,100,-21.996498,114.9,1.47,179.98,2026-06-18T07:20:29:00Z
12,150,-21.713604,168.8,0.98,120.35,2026-06-18T07:21:22:00Z
12,200,-22.094687,222.7,0.74,90.53,2026-06-18T07:22:16:00Z
12,250,-23.724144,276.6,0.59,72.64,2026-06-18T07:23:10:00Z
12,300,-23.108276,330.6,0.49,60.71,2026-06-18T07:24:04:00Z
12,350,-22.420708,384.5,0.42,52.19,2026-06-18T07:24:58:00Z
12,400,-22.579924,438.4,0.37,45.8,2026-06-18T07:25:52:00Z
12,450,-23.228266,492.2,0.33,40.83,2026-06-18T07:26:46:00Z
12,500,-22.822006,546.1,0.29,36.86,2026-06-18T07:27:40:00Z
12,550,-21.741621,600.1,0.27,33.61,2026-06-18T07:28:34:00Z
12,600,-20.836624,654.0,0.25,30.9,2026-06-18T07:29:28:00Z
12,650,-23.474712,707.9,0.23,28.6,2026-06-18T07:30:22:00Z
12,700,-23.067228,761.8,0.21,26.64,2026-06-18T07:31:15:00Z
12,750,-22.935173,815.7,0.2,24.93,2026-06-18T07:32:09:00Z
12,800,-21.935226,958.3,0.3,23.44,2026-06-18T07:34:32:00Z
12,850,-23.660673,1012.2,0.28,22.13,2026-06-18T07:35:26:00Z
12,900,-23.012852,1066.1,0.26,20.96,2026-06-18T07:36:20:00Z
12,950,-22.257357,1120.0,0.25,19.91,2026-06-18T07:37:14:00Z
12,1000,-21.850765,1173.9,0.24,18.97,2026-06-18T07:38:08:00Z
12,1050,-22.718925,1227.8,0.23,18.12,2026-06-18T07:39:01:00Z
12,1100,-22.118076,1281.7,0.22,17.34,2026-06-18T07:39:55:00Z
12,1150,-23.197899,1335.6,0.21,16.63,2026-06-18T07:40:49:00Z
12,1200,-21.878838,1389.5,0.2,15.99,2026-06-18T07:41:43:00Z
12,1250,-23.326998,1443.4,0.19,15.39,2026-06-18T07:42:37:00Z
12,1300,-22.826361,1497.3,0.18,14.84,2026-06-18T07:43:31:00Z
12,1350,-23.500599,1551.2,0.18,14.33,2026-06-18T07:44:25:00Z
12,1400,-22.615852,1605.1,0.17,13.86,2026-06-18T07:45:19:00Z
12,1450,-22.593147,1659.0,0.16,13.42,2026-06-18T07:46:13:00Z
12,1500,-23.527597,1712.9,0.16,13.0,2026-06-18T07:47:07:00Z
13,50,-22.611862,61.0,4.88,391.27,2026-06-18T07:48:10:00Z
13,100,-21.884356,115.0,2.44,196.17,2026-06-18T07:49:04:00Z
13,150,-22.448759,168.9,1.63,131.14,2026-06-18T07:49:58:00Z
13,200,-23.319633,222.9,1.22,98.63,2026-06-18T07:50:52:00Z
13,250,-21.424017,276.8,0.98,79.12,2026-06-18T07:51:46:00Z
13,300,-22.578238,330.7,0.81,66.11,2026-06-18T07:52:40:00Z
13,350,-22.606417,384.6,0.7,56.82,2026-06-18T07:53:34:00Z
13,400,-23.054012,438.5,0.61,49.85,2026-06-18T07:54:28:00Z
13,450,-22.781303,492.5,0.54,44.43,2026-06-18T07:55:22:00Z
13,500,-22.604908,546.3,0.49,40.1,2026-06-18T07:56:16:00Z
13,550,-23.104382,600.2,0.44,36.55,2026-06-18T07:57:09:00Z
13,600,-21.463238,654.1,0.41,33.59,2026-06-18T07:58:03:00Z
13,650,-22.263708,708.1,0.38,31.09,2026-06-18T07:58:57:00Z
13,700,-22.444946,762.0,0.35,28.95,2026-06-18T07:59:51:00Z
13,750,-22.923573,816.0,0.33,27.09,2026-06-18T08:00:45:00Z
13,800,-22.471182,869.8,0.31,25.46,2026-06-18T08:01:39:00Z
13,850,-23.039402,923.8,0.29,24.03,2026-06-18T08:02:33:00Z
13,900,-22.645374,977.7,0.27,22.76,2026-06-18T08:03:27:00Z
13,950,-21.917728,1031.6,0.26,21.61,2026-06-18T08:04:21:00Z
13,1000,-22.680132,1085.5,0.24,20.59,2026-06-18T08:05:15:00Z
13,1050,-21.910351,1139.3,0.23,19.66,2026-06-18T08:06:09:00Z
13,1100,-22.793295,1193.3,0.22,18.81,2026-06-18T08:07:02:00Z
13,1150,-22.174423,1247.2,0.21,18.04,2026-06-18T08:07:56:00Z
13,1200,-23.088209,1301.1,0.2,17.34,2026-06-18T08:08:50:00Z
13,1250,-22.309576,1355.1,0.2,16.69,2026-06-18T08:09:44:00Z
13,1300,-23.055735,1409.0,0.19,16.09,2026-06-18T08:10:38:00Z
13,1350,-22.391598,1463.0,0.18,15.53,2026-06-18T08:11:32:00Z
13,1400,-23.634008,1517.0,0.17,15.01,2026-06-18T08:12:26:00Z
13,1450,-22.757561,1570.9,0.17,14.53,2026-06-18T08:13:20:00Z
13,1500,-22.78093,1624.7,0.16,14.08,2026-06-18T08:14:14:00Z
14,50,-22.076803,82.9,5.47,423.65,2026-06-18T08:15:39:00Z
14,100,-23.162277,136.8,2.74,212.37,2026-06-18T08:16:33:00Z
14,150,-22.983179,190.7,1.83,141.94,2026-06-18T08:17:27:00Z
14,200,-23.65156,244.6,1.37,106.72,2026-06-18T08:18:21:00Z
14,250,-22.915277,298.5,1.1,85.59,2026-06-18T08:19:15:00Z
14,300,-20.724787,352.4,0.91,71.51,2026-06-18T08:20:09:00Z
14,350,-22.329353,406.4,0.78,61.45,2026-06-18T08:21:03:00Z
14,400,-23.109037,460.3,0.68,53.9,2026-06-18T08:21:57:00Z
14,450,-22.005266,514.2,0.61,48.03,2026-06-18T08:22:51:00Z
14,500,-23.729097,568.1,0.55,43.34,2026-06-18T08:23:45:00Z
14,550,-22.564005,622.0,0.5,39.49,2026-06-18T08:24:39:00Z
14,600,-22.946745,675.9,0.46,36.29,2026-06-18T08:25:32:00Z
14,650,-21.713579,729.8,0.42,33.58,2026-06-18T08:26:26:00Z
14,700,-19.225056,783.7,0.39,31.26,2026-06-18T08:27:20:00Z
14,750,-23.420416,837.6,0.37,29.25,2026-06-18T08:28:14:00Z
14,800,-23.528067,891.5,0.34,27.49,2026-06-18T08:29:08:00Z
14,850,-23.11451,945.4,0.32,25.94,2026-06-18T08:30:02:00Z
14,900,-23.504496,999.3,0.3,24.55,2026-06-18T08:30:56:00Z
14,950,-23.372272,1053.3,0.29,23.32,2026-06-18T08:31:50:00Z
14,1000,-23.384138,1107.2,0.27,22.21,2026-06-18T08:32:44:00Z
14,1050,-22.765928,1161.2,0.26,21.2,2026-06-18T08:33:38:00Z
14,1100,-22.812098,1215.2,0.25,20.29,2026-06-18T08:34:32:00Z
14,1150,-23.330757,1269.1,0.24,19.45,2026-06-18T08:35:26:00Z
14,1200,-23.310698,1323.0,0.23,18.69,2026-06-18T08:36:20:00Z
14,1250,-22.89357,1376.9,0.22,17.98,2026-06-18T08:37:13:00Z
14,1300,-22.87904,1430.9,0.21,17.33,2026-06-18T08:38:07:00Z
14,1350,-23.661114,1484.8,0.2,16.73,2026-06-18T08:39:01:00Z
14,1400,-22.507999,1538.7,0.2,16.17,2026-06-18T08:39:55:00Z
14,1450,-20.438185,1592.6,0.19,15.65,2026-06-18T08:40:49:00Z
14,1500,-23.377262,1646.5,0.18,15.16,2026-06-18T08:41:43:00Z
15,50,-22.212339,61.1,5.63,456.04,2026-06-18T08:42:47:00Z
15,100,-22.471424,115.0,2.82,228.56,2026-06-18T08:43:41:00Z
15,150,-20.654058,168.9,1.88,152.73,2026-06-18T08:44:35:00Z
15,200,-23.231155,222.8,1.41,114.82,2026-06-18T08:45:28:00Z
15,250,-21.657539,276.7,1.13,92.07,2026-06-18T08:46:22:00Z
15,300,-22.420313,330.6,0.94,76.9,2026-06-18T08:47:16:00Z
15,350,-23.466949,384.5,0.81,66.07,2026-06-18T08:48:10:00Z
15,400,-23.782589,438.4,0.7,57.95,2026-06-18T08:49:04:00Z
15,450,-21.773504,492.3,0.63,51.63,2026-06-18T08:49:58:00Z
15,500,-23.739943,546.2,0.56,46.57,2026-06-18T08:50:52:00Z
15,550,-23.384695,600.1,0.51,42.44,2026-06-18T08:51:46:00Z
15,600,-22.782068,653.9,0.47,38.99,2026-06-18T08:52:40:00Z
15,650,-21.764786,707.9,0.43,36.07,2026-06-18T08:53:34:00Z
15,700,-22.307121,761.8,0.4,33.57,2026-06-18T08:54:27:00Z
15,750,-22.860233,815.6,0.38,31.41,2026-06-18T08:55:21:00Z
15,800,-22.957546,869.5,0.35,29.51,2026-06-18T08:56:15:00Z
15,850,-23.115255,923.4,0.33,27.84,2026-06-18T08:57:09:00Z
15,900,-22.367678,977.3,0.31,26.35,2026-06-18T08:58:03:00Z
15,950,-23.775139,1031.1,0.3,25.02,2026-06-18T08:58:57:00Z
15,1000,-21.344574,1085.0,0.28,23.83,2026-06-18T08:59:51:00Z
15,1050,-22.471037,1138.9,0.27,22.74,2026-06-18T09:00:45:00Z
15,1100,-23.024359,1192.8,0.26,21.76,2026-06-18T09:01:38:00Z
15,1150,-22.826468,1246.6,0.25,20.86,2026-06-18T09:02:32:00Z
15,1200,-23.788197,1300.5,0.24,20.03,2026-06-18T09:03:26:00Z
15,1250,-22.488707,1354.4,0.23,19.28,2026-06-18T09:04:20:00Z
15,1300,-23.205013,1408.3,0.22,18.58,2026-06-18T09:05:14:00Z
15,1350,-23.198092,1462.2,0.21,17.93,2026-06-18T09:06:08:00Z
15,1400,-23.511883,1516.1,0.2,17.33,2026-06-18T09:07:02:00Z
15,1450,-23.246597,1570.0,0.19,16.77,2026-06-18T09:07:56:00Z
15,1500,-22.453165,1623.8,0.19,16.24,2026-06-18T09:08:49:00Z
16,50,-24.046469,61.1,5.88,488.41,2026-06-18T09:09:57:00Z
16,100,-22.158747,115.0,2.94,244.74,2026-06-18T09:10:51:00Z
16,150,-22.350159,168.9,1.96,163.52,2026-06-18T09:11:45:00Z
16,200,-22.447739,222.8,1.47,122.91,2026-06-18T09:12:39:00Z
16,250,-23.150818,276.7,1.18,98.54,2026-06-18T09:13:33:00Z
16,300,-23.383284,330.7,0.98,82.3,2026-06-18T09:14:27:00Z
16,350,-22.384975,384.6,0.84,70.7,2026-06-18T09:15:21:00Z
16,400,-22.975679,438.5,0.73,61.99,2026-06-18T09:16:15:00Z
16,450,-23.23064,492.4,0.65,55.23,2026-06-18T09:17:09:00Z
16,500,-22.649265,546.3,0.59,49.81,2026-06-18T09:18:03:00Z
16,550,-22.193102,600.2,0.53,45.38,2026-06-18T09:18:56:00Z
16,600,-23.711966,654.0,0.49,41.69,2026-06-18T09:19:50:00Z
16,650,-22.43354,707.9,0.45,38.56,2026-06-18T09:20:44:00Z
16,700,-23.375635,761.7,0.42,35.89,2026-06-18T09:21:38:00Z
16,750,-23.19022,815.6,0.39,33.57,2026-06-18T09:22:32:00Z
16,800,-22.635138,869.5,0.37,31.54,2026-06-18T09:23:26:00Z
16,850,-24.148438,923.3,0.35,29.74,2026-06-18T09:24:20:00Z
16,900,-23.314014,977.2,0.33,28.15,2026-06-18T09:25:13:00Z
16,950,-23.834894,1031.1,0.31,26.73,2026-06-18T09:26:07:00Z
16,1000,-22.810877,1085.0,0.29,25.44,2026-06-18T09:27:01:00Z
16,1050,-23.628973,1138.9,0.28,24.28,2026-06-18T09:27:55:00Z
16,1100,-23.583307,1192.7,0.27,23.23,2026-06-18T09:28:49:00Z
16,1150,-23.372757,1246.6,0.26,22.27,2026-06-18T09:29:43:00Z
16,1200,-22.996853,1300.5,0.25,21.38,2026-06-18T09:30:37:00Z
16,1250,-23.07962,1354.4,0.24,20.57,2026-06-18T09:31:31:00Z
16,1300,-23.442881,1408.3,0.23,19.82,2026-06-18T09:32:25:00Z
16,1350,-23.823391,1462.2,0.22,19.13,2026-06-18T09:33:18:00Z
16,1400,-23.647064,1516.1,0.21,18.48,2026-06-18T09:34:12:00Z
16,1450,-23.419012,1570.0,0.2,17.88,2026-06-18T09:35:06:00Z
16,1500,-23.798893,1623.8,0.2,17.32,2026-06-18T09:36:00:00Z
17,50,-23.296835,61.4,6.04,520.78,2026-06-18T09:37:04:00Z
17,100,-23.341692,115.3,3.02,260.93,2026-06-18T09:37:58:00Z
17,150,-23.353752,169.2,2.01,174.31,2026-06-18T09:38:52:00Z
17,200,-23.432707,223.1,1.51,131.0,2026-06-18T09:39:46:00Z
17,250,-23.582348,277.0,1.21,105.02,2026-06-18T09:40:40:00Z
17,300,-23.605066,330.9,1.01,87.69,2026-06-18T09:41:34:00Z
17,350,-23.732676,384.8,0.86,75.32,2026-06-18T09:42:28:00Z
17,400,-22.490776,438.7,0.76,66.04,2026-06-18T09:43:21:00Z
17,450,-23.13636,492.7,0.67,58.82,2026-06-18T09:44:15:00Z
17,500,-23.800674,546.6,0.6,53.05,2026-06-18T09:45:09:00Z
17,550,-23.127251,600.6,0.55,48.32,2026-06-18T09:46:03:00Z
17,600,-23.887115,654.5,0.5,44.39,2026-06-18T09:46:57:00Z
17,650,-23.576447,708.4,0.47,41.05,2026-06-18T09:47:51:00Z
17,700,-23.659029,762.3,0.43,38.2,2026-06-18T09:48:45:00Z
17,750,-23.332018,816.2,0.4,35.72,2026-06-18T09:49:39:00Z
17,800,-22.792166,870.1,0.38,33.56,2026-06-18T09:50:33:00Z
17,850,-24.346401,924.0,0.36,31.65,2026-06-18T09:51:27:00Z
17,900,-22.066608,977.9,0.34,29.95,2026-06-18T09:52:21:00Z
17,950,-23.123819,1031.8,0.32,28.43,2026-06-18T09:53:15:00Z
17,1000,-23.769169,1085.7,0.3,27.06,2026-06-18T09:54:08:00Z
17,1050,-22.049578,1139.6,0.29,25.83,2026-06-18T09:55:02:00Z
17,1100,-23.729662,1193.5,0.28,24.7,2026-06-18T09:55:56:00Z
17,1150,-23.223045,1247.5,0.26,23.67,2026-06-18T09:56:50:00Z
17,1200,-23.479689,1301.4,0.25,22.73,2026-06-18T09:57:44:00Z
17,1250,-23.737734,1355.3,0.24,21.87,2026-06-18T09:58:38:00Z
17,1300,-23.411104,1409.2,0.23,21.07,2026-06-18T09:59:32:00Z
17,1350,-23.240164,1463.1,0.22,20.33,2026-06-18T10:00:26:00Z
17,1400,-22.967215,1517.0,0.22,19.64,2026-06-18T10:01:20:00Z
17,1450,-24.123663,1570.9,0.21,19.0,2026-06-18T10:02:14:00Z
17,1500,-24.165302,1624.8,0.2,18.4,2026-06-18T10:03:08:00Z
18,50,-23.838266,60.7,6.19,553.16,2026-06-18T10:04:11:00Z
18,100,-21.15349,114.7,3.1,277.12,2026-06-18T10:05:05:00Z
18,150,-24.074661,168.5,2.06,185.11,2026-06-18T10:05:59:00Z
18,200,-23.280365,222.4,1.55,139.1,2026-06-18T10:06:53:00Z
18,250,-22.817383,276.3,1.24,111.49,2026-06-18T10:07:46:00Z
18,300,-23.275499,330.3,1.03,93.09,2026-06-18T10:08:40:00Z
18,350,-23.587275,384.2,0.88,79.95,2026-06-18T10:09:34:00Z
18,400,-23.355989,438.1,0.77,70.09,2026-06-18T10:10:28:00Z
18,450,-23.56048,492.1,0.69,62.42,2026-06-18T10:11:22:00Z
18,500,-23.426235,546.0,0.62,56.29,2026-06-18T10:12:16:00Z
18,550,-22.608438,599.9,0.56,51.27,2026-06-18T10:13:10:00Z
18,600,-23.836687,653.8,0.52,47.08,2026-06-18T10:14:04:00Z
18,650,-22.966602,707.7,0.48,43.55,2026-06-18T10:14:58:00Z
18,700,-23.743813,761.7,0.44,40.51,2026-06-18T10:15:52:00Z
18,750,-24.440413,815.6,0.41,37.88,2026-06-18T10:16:46:00Z
18,800,-22.423267,869.5,0.39,35.58,2026-06-18T10:17:40:00Z
18,850,-22.393156,923.3,0.36,33.55,2026-06-18T10:18:33:00Z
18,900,-22.8015,977.3,0.34,31.75,2026-06-18T10:19:27:00Z
18,950,-22.966782,1031.2,0.33,30.13,2026-06-18T10:20:21:00Z
18,1000,-24.455297,1085.1,0.31,28.68,2026-06-18T10:21:15:00Z
18,1050,-23.703732,1139.0,0.3,27.37,2026-06-18T10:22:09:00Z
18,1100,-23.751936,1192.9,0.28,26.17,2026-06-18T10:23:03:00Z
18,1150,-23.467709,1246.8,0.27,25.08,2026-06-18T10:23:57:00Z
18,1200,-23.702223,1341.7,0.29,24.08,2026-06-18T10:25:32:00Z
18,1250,-22.589823,1395.6,0.28,23.16,2026-06-18T10:26:26:00Z
18,1300,-22.832821,1449.5,0.27,22.31,2026-06-18T10:27:20:00Z
18,1350,-23.004217,1503.4,0.26,21.53,2026-06-18T10:28:14:00Z
18,1400,-22.967747,1557.2,0.25,20.79,2026-06-18T10:29:07:00Z
18,1450,-22.988813,1611.1,0.24,20.11,2026-06-18T10:30:01:00Z
18,1500,-23.233837,1665.0,0.23,19.48,2026-06-18T10:30:55:00Z
